Exam board,Date,Morning/Afternoon,Code,Course,Qualification,Paper,Notes,Duration,POS,Exam spec
EDUQAS,15/05/2019,AM,5579UB0-1,Health & Social Care,Vocational award/certificate,Health & Social Care – Unit 1 Human Development (on paper) (EDUQAS),,1h 30m,,
WJEC,16/05/2019,PM,5599UA0-1,Event Operations,Vocational award/certificate,Event Operations – Unit 1 The Event Industry (on screen),,1h 30m,,
WJEC,16/05/2019,PM,5599UB0-1,Event Operations,Vocational award/certificate,Event Operations – Unit 1 The Event Industry (on paper),,1h 30m,,
WJEC,17/05/2019,AM,9793/01,Engineering,Vocational award/certificate,Engineering – Unit 3 Solving Engineering Problems,,1h 30m,,
WJEC,24/05/2019,AM,5929UA0-1,Sport & Coaching Principles,Vocational award/certificate,Sport & Coaching Principles - Unit 2 Fitness for Sport (on screen),,1h 30m,,
WJEC,24/05/2019,AM,5929UB0-1,Sport & Coaching Principles,Vocational award/certificate,Sport & Coaching Principles - Unit 2 Fitness for Sport (on paper),,1h 30m,,
WJEC,05/06/2019,AM,9811/01,Constructing the Built Environment,Vocational award/certificate,Constructing the Built Environment - Unit 1 Safety and Security in Construction,,1h,,
WJEC,05/06/2019,AM,5909UA0-1,Constructing the Built Environment,Vocational award/certificate,Constructing the Built Environment - Unit 1 Safety and Security in Construction (on screen),,1h,,
WJEC,05/06/2019,AM,5909UB0-1,Constructing the Built Environment,Vocational award/certificate,Constructing the Built Environment - Unit 1 Safety and Security in Construction (on paper),,1h,,
WJEC,10/06/2019,PM,5839UA0-1,Global Business Communication - French,Vocational award/certificate,Global Business Communication – French – Unit 2 Global Travel (on screen),,1h 30m,,
WJEC,10/06/2019,PM,5839UB0-1,Global Business Communication - French,Vocational award/certificate,Global Business Communication – French – Unit 2 Global Travel (on paper),,1h 30m,,
WJEC,11/06/2019,AM,9782/01,Retail Business,Vocational award/certificate,Retail Business – Unit 2 Retail Business,,1h 15m,,
WJEC,12/06/2019,PM,5849UA0-1,Global Business Communication – German,Vocational award/certificate,"Global Business Communication – German –Unit 2
Global Travel (on screen)",,1h 30m,,
WJEC,12/06/2019,PM,5849UB0-1,Global Business Communication – German,Vocational award/certificate,"Global Business Communication – German –Unit 2
Global Travel (on paper)",,1h 30m,,
WJEC,13/06/2019,PM,9802/01,Tourism,Vocational award/certificate,Tourism – Unit 2 The Business of Tourism ,,1h 15m,,
WJEC,14/06/2019,PM,5859UA0-1,Global Business Communication – Spanish,Vocational award/certificate,Global Business Communication – Spanish – Unit 2 Global Travel (on screen),,1h 30m,,
WJEC,14/06/2019,PM,5859UB0-1 ,Global Business Communication – Spanish,Vocational award / certificate,Global Business Communication – Spanish – Unit 2 Global Travel (on paper),,1h 30m,,
WJEC,18/06/2019,AM,5569UA0-1,Hospitality & Catering (Spec A),Vocational award/certificate,"Hospitality & Catering (Spec A) – Unit 1
The Hospitality & Catering Industry (on screen) ",,1h 30m,,
WJEC,18/06/2019,AM,5569UB0-1,Hospitality & Catering (Spec A),Vocational award/certificate,"Hospitality & Catering (Spec A) – Unit 1
The Hospitality & Catering Industry (on paper)",,1h 30m,,
EDUQAS,15/05/2019,AM,4573UA0-1,Health and Social Care ,Applied certificate/diploma,Health & Social Care Unit 1: (Contemporary) Issues in Health & Social Care (on screen) (EDUQAS),,1h 30m,,
EDUQAS,15/05/2019,AM,4573UB0-1,Health and Social Care ,Applied certificate/diploma,Health & Social Care Unit 1: (Contemporary) Issues in Health & Social Care (on paper) (EDUQAS),,1h 30m,,
EDUQAS,15/05/2019,AM,D333U10-1,Mathematics,Applied certificate/diploma,Mathematics for Work & Life (EDUQAS),,2h 30m,,
WJEC,17/05/2019,PM,4513UA0-1,Business,Applied certificate/diploma,Business Unit 1 - The Organisation: Survival & Prosperity (on screen),,2h,,
WJEC,17/05/2019,PM,4513UB0-1,Business,Applied certificate/diploma,Business Unit 1 - The Organisation: Survival & Prosperity (on paper),,2h,,
WJEC,20/05/2019,AM,4463U10-1,Medical Science,Applied certificate/diploma,Medical Science Unit 1: Human Health and Disease,,2h,,
WJEC,20/05/2019,PM,4543UA0-1,Criminology,Applied certificate/diploma,Criminology Unit 2: Criminological Theories (on screen),,1h 30m,,
WJEC,20/05/2019,PM,4543UB0-1,Criminology,Applied certificate/diploma,Criminology Unit 2: Criminological Theories (on paper),,1h 30m,,
WJEC,20/05/2019,PM,4583UA0-1,Tourism,Applied certificate/diploma,Tourism Unit 1: The United Kingdom Tourism Product (on screen),,1h 30m,,
WJEC,20/05/2019,PM,4583UB0-1,Tourism,Applied certificate/diploma,Tourism Unit 1: The United Kingdom Tourism Product (on paper),,1h 30m,,
WJEC,23/05/2019,AM,4513UC0-1,Business,Applied certificate/diploma,Business Unit 3: Organisational Strategies & Decision Making (on screen),,2h,,
WJEC,23/05/2019,AM,4513UD0-1,Business,Applied certificate/diploma,Business Unit 3: Organisational Strategies & Decision Making (on paper),,2h,,
WJEC,23/05/2019,AM,4513UE0-1,Business,Applied certificate/diploma,Business Unit 4: Strategies & Decision Making for Retail Organisations (on screen),,2h,,
WJEC,23/05/2019,AM,4513UF0-1,Business,Applied certificate/diploma,Business Unit 4: Strategies & Decision Making for Retail Organisations (on paper),,2h,,
WJEC,23/05/2019,AM,4543UC0-1,Criminology,Applied certificate/diploma,Criminology Unit 4: Crime and Punishment (Diploma only) (on screen),,1h 30m,,
WJEC,23/05/2019,AM,4543UD0-1,Criminology,Applied certificate/diploma,Criminology Unit 4: Crime and Punishment (Diploma only) (on paper),,1h 30m,,
WJEC,23/05/2019,AM,4463U60-1,Medical Science,Applied certificate/diploma,Medical Science Unit 6: Medical Case Study,,1h 30m,,
WJEC,23/05/2019,AM,4343U20-1,Statistical Problem Solving Using Software,Applied certificate/diploma,Statistical Problem Solving Using Software Component 2,,1h,,
WJEC,24/05/2019,AM,4583UC0-1,Tourism,Applied certificate/diploma,Tourism Unit 3: The Dynamic Tourism Industry (on screen),,1h 30m,,
WJEC,24/05/2019,AM,4583UD0-1,Tourism,Applied certificate/diploma,Tourism Unit 3: The Dynamic Tourism Industry (on paper),,1h 30m,,
WJEC,04/06/2019,AM,4563UB0-1,Food Science and Nutrition,Applied certificate/diploma,Food Science and Nutrition Unit 1: Meeting Nutritional Needs of Specific Groups,,1h 30m,,
WJEC,06/06/2019,PM,4903UA0-1,Professional Construction Practice,Applied certificate/diploma,Professional Construction Practice Unit 2: Create the Built Environment (on screen),,2h,,
WJEC,06/06/2019,PM,4903UB0-1,Professional Construction Practice,Applied certificate/diploma,Professional Construction Practice Unit 2: Create the Built Environment (on paper),,2h,,
WJEC,11/06/2019,AM,4473U40-1,Environmental Science,Applied certificate/diploma,Environmental Science Unit 4: Scientific Principles and the Environment,,2h,,
WJEC,12/06/2019,PM,4903UC0-1,Professional Construction Practice,Applied certificate/diploma,"Professional Construction Practice Unit 3: Value and Use
the Built Environment (on screen)",,2h,,
WJEC,12/06/2019,PM,4903UD0-1,Professional Construction Practice,Applied certificate/diploma,"Professional Construction Practice Unit 3: Value and Use
the Built Environment (on paper) ",,2h,,
