Exam board,Date,Morning/Afternoon,Code,Course,Qualification,Paper,Notes,Duration,POS,Exam spec
AQA,13/06/2019,PM,MAT3,Materials technology,Projects and Technical and AQA L1/2 Awards,Unit 3: Fundamentals of Materials Technology,,1h 30m,,
AQA,07/05/2019,,PER1,Performing arts,Projects and Technical and AQA L1/2 Awards,Unit 1: Unlocking creativity,10 (Submit by),,,
AQA,07/05/2019,,PER2,Performing arts,Projects and Technical and AQA L1/2 Awards,Unit 2: The production/performance,10 (Submit by),,,
AQA,17/05/2019,PM,PER3,Performing arts,Projects and Technical and AQA L1/2 Awards,Unit 3: The performing arts experience,,1h 30m,,
AQA,07/05/2019,,SPT1,Sport,Projects and Technical and AQA L1/2 Awards,Unit 1: Practical player performance,10 (Submit by),,,
AQA,07/05/2019,,SPT2,Sport,Projects and Technical and AQA L1/2 Awards,Unit 2: Coaching and officiating or organising,10 (Submit by),,,
AQA,15/05/2019,AM,SPT3,Sport,Projects and Technical and AQA L1/2 Awards,Unit 3: The sport industry,,1h 30m,,
AQA,07/05/2019,,STM1,STEM,Projects and Technical and AQA L1/2 Awards,Unit 1: STEM in industry – Research Task,10 (Submit by),,,
AQA,07/05/2019,,STM2,STEM,Projects and Technical and AQA L1/2 Awards,Unit 2: Creating a STEM product or service,10 (Submit by),,,
AQA,13/05/2019,PM,STM3,STEM,Projects and Technical and AQA L1/2 Awards,Unit 3: Fundamentals of STEM,,1h 30m,,
AQA,07/05/2019,,VIS1,Visual communication,Projects and Technical and AQA L1/2 Awards,Unit 1: Skills demonstration,10 (Submit by),,,
AQA,07/05/2019,,VIS2,Visual communication,Projects and Technical and AQA L1/2 Awards,Unit 2: Extended making project,10 (Submit by),,,
AQA,18/06/2019,PM,VIS3,Visual communication,Projects and Technical and AQA L1/2 Awards,Unit 3: Fundamentals of Visual Communication,,1h 30m,,
